decision_time,true_result,sim_1
2023-11-30 04:00:00,"(np.True_, np.float64(7.29))","(False, 12.0)"
2023-11-30 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-01 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-01 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-02 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-02 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-03 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-03 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-04 04:00:00,"(np.True_, np.float64(0.09))","(False, 12.0)"
2023-12-04 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-05 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-05 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-06 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-06 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-07 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-07 16:00:00,"(np.True_, np.float64(9.29))","(False, 12.0)"
2023-12-08 04:00:00,"(np.True_, np.float64(5.41))","(False, 12.0)"
2023-12-08 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-09 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-09 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-10 04:00:00,"(np.True_, np.float64(7.82))","(False, 12.0)"
2023-12-10 16:00:00,"(np.True_, np.float64(3.05))","(False, 12.0)"
2023-12-11 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-11 16:00:00,"(np.True_, np.float64(2.4))","(False, 12.0)"
2023-12-12 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-12 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-13 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-13 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-14 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-14 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-15 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-15 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-16 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-16 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-17 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-17 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-18 04:00:00,"(np.True_, np.float64(7.88))","(False, 12.0)"
2023-12-18 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-19 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-19 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-20 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-20 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-21 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-21 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-22 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-22 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-23 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-23 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-24 04:00:00,"(np.False_, np.float64(12.0))","(True, 10.63)"
2023-12-24 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-25 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-25 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-26 04:00:00,"(np.True_, np.float64(6.91))","(True, 1.34)"
2023-12-26 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-27 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-27 16:00:00,"(np.False_, np.float64(12.0))","(True, 7.31)"
2023-12-28 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-28 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-29 04:00:00,"(np.True_, np.float64(6.43))","(False, 12.0)"
2023-12-29 16:00:00,"(np.False_, np.float64(12.0))","(True, 6.76)"
2023-12-30 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-30 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2023-12-31 04:00:00,"(np.False_, np.float64(12.0))","(True, 7.97)"
2023-12-31 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-01 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-01 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-02 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-02 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-03 04:00:00,"(np.True_, np.float64(9.18))","(False, 12.0)"
2024-01-03 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-04 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-04 16:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-01-05 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
