decision_time,true_result,sim_1
2024-04-11 04:00:00,"(np.True_, np.float64(7.82))","(False, 12.0)"
2024-04-11 16:00:00,"(np.True_, np.float64(5.47))","(False, 12.0)"
2024-04-12 04:00:00,"(np.True_, np.float64(5.15))","(False, 12.0)"
2024-04-12 16:00:00,"(np.True_, np.float64(5.93))","(True, 7.85)"
2024-04-13 04:00:00,"(np.True_, np.float64(8.29))","(True, 7.39)"
2024-04-13 16:00:00,"(np.True_, np.float64(5.59))","(False, 12.0)"
2024-04-14 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-04-14 16:00:00,"(np.True_, np.float64(1.4))","(True, 1.44)"
2024-04-15 04:00:00,"(np.True_, np.float64(9.22))","(False, 12.0)"
2024-04-15 16:00:00,"(np.True_, np.float64(5.27))","(True, 3.24)"
2024-04-16 04:00:00,"(np.True_, np.float64(5.21))","(True, 5.3)"
2024-04-16 16:00:00,"(np.True_, np.float64(4.88))","(False, 12.0)"
2024-04-17 04:00:00,"(np.False_, np.float64(12.0))","(True, 8.27)"
2024-04-17 16:00:00,"(np.True_, np.float64(7.74))","(True, 6.75)"
2024-04-18 04:00:00,"(np.True_, np.float64(11.11))","(False, 12.0)"
2024-04-18 16:00:00,"(np.False_, np.float64(12.0))","(True, 7.63)"
2024-04-19 04:00:00,"(np.True_, np.float64(8.42))","(True, 7.01)"
2024-04-19 16:00:00,"(np.True_, np.float64(6.46))","(True, 7.55)"
2024-04-20 04:00:00,"(np.True_, np.float64(4.37))","(True, 0.91)"
2024-04-20 16:00:00,"(np.True_, np.float64(5.21))","(True, 9.04)"
2024-04-21 04:00:00,"(np.False_, np.float64(12.0))","(True, 7.64)"
2024-04-21 16:00:00,"(np.True_, np.float64(1.99))","(False, 12.0)"
2024-04-22 04:00:00,"(np.True_, np.float64(6.67))","(True, 4.86)"
2024-04-22 16:00:00,"(np.True_, np.float64(5.51))","(True, 4.62)"
2024-04-23 04:00:00,"(np.True_, np.float64(10.37))","(True, 7.63)"
2024-04-23 16:00:00,"(np.True_, np.float64(4.16))","(True, 1.83)"
2024-04-24 04:00:00,"(np.True_, np.float64(10.08))","(True, 1.81)"
2024-04-24 16:00:00,"(np.True_, np.float64(4.78))","(True, 8.39)"
2024-04-25 04:00:00,"(np.True_, np.float64(5.74))","(True, 3.27)"
2024-04-25 16:00:00,"(np.True_, np.float64(4.78))","(False, 12.0)"
2024-04-26 04:00:00,"(np.True_, np.float64(5.94))","(True, 6.35)"
2024-04-26 16:00:00,"(np.True_, np.float64(6.75))","(False, 12.0)"
2024-04-27 04:00:00,"(np.True_, np.float64(6.89))","(False, 12.0)"
2024-04-27 16:00:00,"(np.True_, np.float64(4.41))","(True, 4.97)"
2024-04-28 04:00:00,"(np.False_, np.float64(12.0))","(False, 12.0)"
2024-04-28 16:00:00,"(np.True_, np.float64(0.97))","(True, 3.73)"
2024-04-29 04:00:00,"(np.True_, np.float64(8.29))","(True, 1.87)"
2024-04-29 16:00:00,"(np.True_, np.float64(4.13))","(True, 3.95)"
2024-04-30 04:00:00,"(np.True_, np.float64(5.55))","(True, 8.0)"
