decision_time,true_result,sim_1
2024-04-11 04:00:00,"(True, 7.82)","(False, 12.0)"
2024-04-11 16:00:00,"(True, 5.47)","(False, 12.0)"
2024-04-12 04:00:00,"(True, 5.15)","(True, 1.47)"
2024-04-12 16:00:00,"(True, 5.93)","(True, 5.29)"
2024-04-13 04:00:00,"(True, 8.29)","(True, 1.5)"
2024-04-13 16:00:00,"(True, 5.59)","(True, 6.74)"
2024-04-14 04:00:00,"(False, 12.0)","(True, 8.8)"
2024-04-14 16:00:00,"(True, 1.4)","(True, 8.47)"
2024-04-15 04:00:00,"(True, 9.22)","(True, 4.76)"
2024-04-15 16:00:00,"(True, 5.27)","(True, 6.63)"
2024-04-16 04:00:00,"(True, 5.21)","(False, 12.0)"
2024-04-16 16:00:00,"(True, 4.88)","(False, 12.0)"
2024-04-17 04:00:00,"(False, 12.0)","(False, 12.0)"
2024-04-17 16:00:00,"(True, 7.74)","(True, 6.5)"
2024-04-18 04:00:00,"(True, 11.11)","(False, 12.0)"
2024-04-18 16:00:00,"(False, 12.0)","(False, 12.0)"
2024-04-19 04:00:00,"(True, 8.42)","(True, 1.73)"
2024-04-19 16:00:00,"(True, 6.46)","(True, 3.38)"
2024-04-20 04:00:00,"(True, 4.37)","(True, 8.9)"
2024-04-20 16:00:00,"(True, 5.21)","(True, 2.34)"
2024-04-21 04:00:00,"(False, 12.0)","(False, 12.0)"
2024-04-21 16:00:00,"(True, 1.99)","(True, 5.67)"
2024-04-22 04:00:00,"(True, 6.67)","(True, 5.11)"
2024-04-22 16:00:00,"(True, 5.51)","(True, 0.5)"
2024-04-23 04:00:00,"(True, 10.37)","(False, 12.0)"
2024-04-23 16:00:00,"(True, 4.16)","(False, 12.0)"
2024-04-24 04:00:00,"(True, 10.08)","(True, 4.46)"
2024-04-24 16:00:00,"(True, 4.78)","(False, 12.0)"
2024-04-25 04:00:00,"(True, 5.74)","(False, 12.0)"
2024-04-25 16:00:00,"(True, 4.78)","(True, 4.41)"
2024-04-26 04:00:00,"(True, 5.94)","(True, 5.75)"
2024-04-26 16:00:00,"(True, 6.75)","(True, 1.39)"
2024-04-27 04:00:00,"(True, 6.89)","(True, 4.75)"
2024-04-27 16:00:00,"(True, 4.41)","(False, 12.0)"
2024-04-28 04:00:00,"(False, 12.0)","(False, 12.0)"
2024-04-28 16:00:00,"(True, 0.97)","(True, 7.61)"
2024-04-29 04:00:00,"(True, 8.29)","(True, 5.87)"
2024-04-29 16:00:00,"(True, 4.13)","(True, 8.27)"
2024-04-30 04:00:00,"(True, 5.55)","(True, 8.42)"
2024-04-30 16:00:00,"(True, 5.68)","(True, 6.48)"
2024-05-01 04:00:00,"(True, 3.88)","(True, 6.51)"
2024-05-01 16:00:00,"(True, 7.52)","(True, 7.64)"
2024-05-02 04:00:00,"(True, 11.54)","(True, 4.7)"
2024-05-02 16:00:00,"(True, 3.99)","(True, 3.03)"
